,err,hypothesis_test,kurtosis_client,kurtosis_server,max_client,max_server,mean_client,mean_server,metric,min_client,min_server,nobs_client,nobs_server,p_value,skewness_client,skewness_server,statistic,variance_client,variance_server
27,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerRethrows,,,,,,,,,,
28,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerThatRethrows,,,,,,,,,,
29,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerUniqueStatement,,,,,,,,,,
30,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerUniqueConsole,,,,,,,,,,
31,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerThrows,,,,,,,,,,
32,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,numberOfWindowAddEventListenerReturns,,,,,,,,,,
33,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,numberOfWindowAddEventListenerThatReturns,,,,,,,,,,
34,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,numberOfWindowAddEventListenerThatReturnsLiteral,,,,,,,,,,
35,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerContinues,,,,,,,,,,
36,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerThatContinues,,,,,,,,,,
37,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerBreaks,,,,,,,,,,
38,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfWindowAddEventListenerThatBreaks,,,,,,,,,,
39,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnError,,,,,,,,,,
40,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorLines,,,,,,,,,,
41,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorEmptyHandler,,,,,,,,,,
42,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorOnNoUsageOfErrorArgument,,,,,,,,,,
43,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorUniqueStatement,,,,,,,,,,
44,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorUniqueConsole,,,,,,,,,,
45,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThrows,,,,,,,,,,
46,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatThrows,,,,,,,,,,
47,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorRethrows,,,,,,,,,,
48,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatRethrows,,,,,,,,,,
49,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorReturns,,,,,,,,,,
50,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatReturns,,,,,,,,,,
51,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatReturnsLiteral,,,,,,,,,,
52,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorContinues,,,,,,,,,,
53,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatContinues,,,,,,,,,,
54,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorBreaks,,,,,,,,,,
55,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,numberOfElementOnErrorThatBreaks,,,,,,,,,,
56,,ttest_ind,96.74363125356342,17.254187460550394,0.1285207330822615,0.050319859279419614,0.0028125693507140563,0.0019792594997362863,tryCatchNumberOfTries,0.00016800095827746602,0.00018231833072253483,1829.0,2119.0,2.0415518859783306e-06,6.841360403518066,3.8467222386568247,4.756363971669246,4.0872904841348743e-05,2.0862071356238942e-05
57,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,tryCatchNumberOfEmptyTries,,,,,,,,,,
58,,ttest_ind,426.325532452961,16.176350150366112,1.0318618857401962,0.20292030209418127,0.012583428097712951,0.008692002689065777,tryCatchNumberOfTriesLines,0.00016800095827746602,0.00018231833072253483,1827.0,2113.0,1.1358634880101555e-05,15.760449110298149,3.7296797052613844,4.395202738348647,0.0011866916342538115,0.00040613874142987367
59,,ttest_ind,184.25422909879507,14.89783506969637,0.09777655771748522,0.029170932915605574,0.0022791047874533214,0.0016711854508818325,tryCatchNumberOfTriesWithUniqueStatement,0.00016800095827746602,0.00018231833072253483,1242.0,1383.0,2.529929835524998e-05,9.503921526353775,3.252493397671759,4.219648935205521,1.9096860228266872e-05,8.62920660966385e-06
60,,ttest_ind,91.13283728661136,16.77944596621901,0.12129669187633046,0.047767402649304125,0.0027915618935571225,0.0019441675179381632,tryCatchNumberOfCatches,0.00016800095827746602,0.00018231833072253483,1762.0,2057.0,9.771430677176563e-07,6.670432699459793,3.781046728208307,4.904206280033881,3.877676688242342e-05,1.939156695252155e-05
61,,ttest_ind,,,,,,,tryCatchNumberOfEmptyCatches,,,,,0.14158859625996442,,,1.4708959704336044,,
62,,ttest_ind,211.7921559316734,19.816414432798727,0.07610443409969211,0.022607473009594318,0.001696254958457151,0.0012291552991306935,tryCatchNumberOfCatchesNoUsageOfErrorArgument,0.00016800095827746602,0.00018231833072253483,848.0,763.0,0.0017062804408169048,11.498710583782032,3.431708116611072,3.1423923562460416,1.3306687184758752e-05,3.947012903734808e-06
63,,ttest_ind,1077.064781410375,32.423050407377154,1.1397185009543296,0.11376663837086173,0.007052344437760605,0.0045325207503020834,tryCatchNumberOfCatchesLines,0.00016800095827746602,0.00018231833072253483,1591.0,1885.0,0.0008698799342976306,30.287517736020828,4.575400276376414,3.3324431566384125,0.0009807110880338712,8.196131179539066e-05
64,,ttest_ind,,,,,,,tryCatchNumberOfCatchesWithUniqueConsole,,,,,0.19915947682976978,,,-1.2936890931016547,,
65,,ttest_ind,111.028305666571,19.256399770182746,0.09038451555327671,0.036099029483061894,0.002276913219531566,0.0017656819427393589,tryCatchNumberOfCatchesWithUniqueStatement,0.00016800095827746602,0.00018231833072253483,1293.0,1449.0,0.0010542114520703883,7.372644671452354,3.75253539125712,3.279153707318986,2.1555203517260054e-05,1.2193305395180709e-05
66,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,tryCatchNumberOfCatchesAlertOnly,,,,,,,,,,
67,,ttest_ind,,,,,,,tryCatchNumberOfErrorReassigning,,,,,0.14109896082518536,,,1.4731728185118513,,
68,,ttest_ind,55.62322976513556,39.53075196823305,0.025536145658174837,0.020419653040923903,0.0012676135296801716,0.0009592516321832951,tryCatchNumberOfCatchesThrows,0.00016800095827746602,0.00018231833072253483,508.0,482.0,0.021301541439456676,6.54254955712375,5.596826810754393,2.306274156497235,5.467611126321638e-06,3.318956936810977e-06
69,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThrowsLiteral,,,,,,,,,,
70,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThrowsErrorObject,,,,,,,,,,
71,,ttest_ind,37.487293369611855,55.223758291821866,0.019488111160186058,0.018414151402976017,0.0011968414724530501,0.0008370756553713062,tryCatchNumberOfCatchesThatThrows,0.00016800095827746602,0.00018231833072253483,508.0,482.0,0.001113937008049168,5.243111885515307,6.320353634951021,3.26966483775415,3.843027411368827e-06,2.0998875460801123e-06
72,skewtest is not valid with less than 8 samples; 4 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsLiteral,,,,,,,,,,
73,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsLiteralOnly,,,,,,,,,,
74,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsUndefined,,,,,,,,,,
75,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsUndefinedOnly,,,,,,,,,,
76,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsNull,,,,,,,,,,
77,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatThrowsNullOnly,,,,,,,,,,
78,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatThrowsErrorObject,,,,,0.6514083486186291,,,-0.45326060501214843,,
79,,ttest_ind,34.787015143501755,19.928360043997387,0.015120086244971942,0.0072927332289013935,0.001140006502597091,0.0007932935000904188,tryCatchNumberOfCatchesRethrows,0.00016800095827746602,0.00018231833072253483,420.0,393.0,0.00027258599252562196,4.940455653379252,4.005988780292213,3.656102035727571,2.604230186300204e-06,9.937685396762487e-07
80,,ttest_ind,35.66736385579988,20.26532782480175,0.015120086244971942,0.007110414898178858,0.0011296064432751525,0.0007747369269888886,tryCatchNumberOfCatchesThatRethrows,0.00016800095827746602,0.00018231833072253483,420.0,393.0,0.00016027049385684093,4.995391038984644,4.0325030089894875,3.7924069992474214,2.565379482472114e-06,9.357699034975484e-07
81,,ttest_ind,96.17098188207311,26.732941056475326,0.049560282691852475,0.02716543127765769,0.0017064681203778974,0.0013968009056956764,tryCatchNumberOfCatchesReturns,0.00016800095827746602,0.00018231833072253483,781.0,812.0,0.019934711846521805,6.793698065756666,4.041096803579112,2.3299238881370736,8.341069780162373e-06,5.7735852967526e-06
82,,ttest_ind,,,,,,,tryCatchNumberOfCatchesReturnsLiteral,,,,,0.2900144207779094,,,1.0589463082767465,,
83,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesReturnsErrorObject,,,,,,,,,,
84,,ttest_ind,106.58984468168055,28.514885581115458,0.04687226735941302,0.022425154678871784,0.0015771869732271202,0.0012407525807545904,tryCatchNumberOfCatchesThatReturns,0.00016800095827746602,0.00018231833072253483,781.0,812.0,0.005061705324002174,7.254880139711848,4.1957148670977364,2.806986683704288,7.103969457571934e-06,4.386744342389885e-06
85,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsLiteral,,,,,0.2902503570743251,,,1.058431443139897,,
86,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesThatReturnsUndefined,,,,,0.4295363830039939,,,68.0,,
87,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatReturnsNull,,,,,0.8049587726768117,,,-0.24716939018115502,,
88,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,tryCatchNumberOfCatchesThatReturnsErrorObject,,,,,,,,,,
89,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatRereturns,,,,,0.6378408340471922,,,0.4740151812884449,,
90,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesContinues,,,,,0.06611944368996654,,,46.0,,
91,,mannwhitneyu,,,,,,,tryCatchNumberOfCatchesThatContinues,,,,,0.06611944368996654,,,46.0,,
92,,ttest_ind,,,,,,,tryCatchNumberOfCatchesBreaks,,,,,0.7226103745387931,,,-0.3577206279712459,,
93,,ttest_ind,,,,,,,tryCatchNumberOfCatchesThatBreaks,,,,,0.7976198592822702,,,-0.25833495476531826,,
94,skewtest is not valid with less than 8 samples; 7 samples were given.,,,,,,,,tryCatchNumberOfCatchesBreaksOnly,,,,,,,,,,
95,,ttest_ind,,,,,,,tryCatchNumberOfFinallies,,,,,0.4505887686170952,,,0.7548134343394011,,
96,,ttest_ind,48.95191537065884,9.875755288729808,0.05644832198122858,0.023883701324652062,0.0034197617497577744,0.0028195504311459806,tryCatchNumberOfFinalliesLines,0.00016800095827746602,0.00018231833072253483,419.0,357.0,0.03583779827310117,5.7263473426682445,2.222467461797638,2.1024331174840243,2.2278174043809755e-05,7.99858457918847e-06
97,,ttest_ind,,,,,,,promiseNumberOfPromises,,,,,0.42473343642748096,,,-0.7984238963573437,,
98,,ttest_ind,124.4746580998718,89.71744946340311,0.034608197405158,0.018414151402976017,0.0008260294904332754,0.0005996321254359768,promiseNumberOfResolves,0.00016800095827746602,0.00018231833072253483,1130.0,1644.0,9.816095729893168e-05,9.456395646183731,7.632575133106228,3.900781594078027,4.049357237722329e-06,1.023454512167061e-06
99,,ttest_ind,77.20076400632479,32.835108112680956,0.022512128409180446,0.006928096567456324,0.000784004471961508,0.0005165686037138487,promiseNumberOfRejects,0.00016800095827746602,0.00018231833072253483,519.0,480.0,0.0017015658682571749,7.507996865163473,5.103893725907772,3.146466598897863,2.929081631084164e-06,5.821274729111946e-07
100,,ttest_ind,120.17828156237294,103.6287761702829,0.06400836510371455,0.096811033613666,0.0012664788193259247,0.002050648229026104,promiseNumberOfPromiseThens,0.00016800095827746602,0.00018231833072253483,1285.0,1579.0,1.533687622252367e-05,9.288290006993911,8.600058178776123,-4.331243602977645,1.3109128008173429e-05,3.145142254385213e-05
101,,ttest_ind,85.54491654550968,152.8811363927385,0.2775375830743739,0.6773125986342169,0.006849192651412632,0.011253847104843,promiseNumberOfPromiseThenFulfilledLines,0.00016800095827746602,0.00018231833072253483,1172.0,1396.0,0.00012297996809841787,8.25480367002936,10.27688075891139,-3.846007793058009,0.0003978863495274377,0.0012031096607693131
102,,ttest_ind,24.718146353618334,7.620063734036558,0.034608197405158,0.012944601481299974,0.002355905329975894,0.001550087230243476,promiseNumberOfPromiseThenRejectedLines,0.00016800095827746602,0.00018231833072253483,259.0,239.0,0.014895625334484944,4.60478396805883,2.6480391130677887,2.4434385758517188,2.1674732524228605e-05,4.67758342429249e-06
103,,ttest_ind,43.641501556726375,59.469594315882766,0.01058406037148036,0.018778788064421088,0.0005380338381757822,0.0007178568050270585,promiseNumberOfPromiseCatches,0.00016800095827746602,0.00018231833072253483,390.0,527.0,0.03918537499096115,6.111409195720084,6.496344742512346,-2.0651987830457097,1.2217719421267737e-06,2.052469389316964e-06
104,,ttest_ind,,,,,,,promiseNumberOfPromiseCatchesLines,,,,,0.4362216369907729,,,-0.7790420767427243,,
105,,ttest_ind,,,,,,,promiseNumberOfEmptyFunctionsOnPromiseCatches,,,,,0.9943869693229348,,,0.007086450512972628,,
106,,ttest_ind,,,,,,,promiseNumberOfFunctionsOnCatchesNoUsageOfErrorArgument,,,,,0.5718623122549529,,,0.5775761603617735,,
107,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesWithNoArg,,,,,,,,,,
108,,ttest_ind,,,,,,,promiseNumberOfCatchesFunctionWithNoArg,,,,,0.27886800893937047,,,1.0863367173068654,,
109,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueConsole,,,,,0.10115088896611484,,,-1.6849828040788601,,
110,,ttest_ind,,,,,,,promiseNumberOfCatchesWithUniqueStatement,,,,,0.4642410962197473,,,0.7326847811864615,,
111,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,promiseNumberOfCatchesAlertOnly,,,,,,,,,,
112,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,promiseNumberOfErrorReassigning,,,,,,,,,,
113,,ttest_ind,,,,,,,promiseNumberOfCatchesThrows,,,,,0.7583231578468095,,,0.30857147734237955,,
114,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,promiseNumberOfCatchesThrowsLiteral,,,,,,,,,,
115,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,promiseNumberOfCatchesThrowsErrorObject,,,,,,,,,,
116,,ttest_ind,,,,,,,promiseNumberOfCatchesThatThrows,,,,,0.17129542207602677,,,1.3784713642102828,,
117,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsLiteral,,,,,,,,,,
118,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsLiteralOnly,,,,,,,,,,
119,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsUndefined,,,,,,,,,,
120,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsUndefinedOnly,,,,,,,,,,
121,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsNull,,,,,,,,,,
122,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsNullOnly,,,,,,,,,,
123,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,promiseNumberOfCatchesThatThrowsErrorObject,,,,,,,,,,
124,,ttest_ind,,,,,,,promiseNumberOfCatchesRethrows,,,,,0.6526023798862228,,,0.45191262294502393,,
125,,ttest_ind,,,,,,,promiseNumberOfCatchesThatRethrows,,,,,0.2504811587362239,,,1.157906587170051,,
126,,ttest_ind,8.448104484362807,17.59072356888197,0.0031920182072718547,0.002005501637947883,0.00044732785276289146,0.00031235419895846037,promiseNumberOfCatchesReturns,0.00016800095827746602,0.00018231833072253483,83.0,136.0,0.014536844154967993,2.8239644049332444,3.586664444423768,2.463494911611583,3.017091274594643e-07,6.544979792263575e-08
127,,mannwhitneyu,,,,,,,promiseNumberOfCatchesReturnsLiteral,,,,,0.1637124033496255,,,26.0,,
128,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesReturnsErrorObject,,,,,,,,,,
129,,ttest_ind,10.964768360314702,5.815822908502508,0.0031920182072718547,0.001093909984335209,0.0004129180179349767,0.00026677461627782673,promiseNumberOfCatchesThatReturns,0.00016800095827746602,0.00018231833072253483,83.0,136.0,0.002303565979064668,3.1288629092796065,2.3297486340892717,3.0845490868849,2.624870238292637e-07,2.6546717571840554e-08
130,,mannwhitneyu,,,,,,,promiseNumberOfCatchesThatReturnsLiteral,,,,,0.1637124033496255,,,26.0,,
131,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsLiteralOnly,,,,,,,,,,
132,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsUndefined,,,,,,,,,,
133,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsUndefinedOnly,,,,,,,,,,
134,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsNull,,,,,,,,,,
135,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsNullOnly,,,,,,,,,,
136,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatReturnsErrorObject,,,,,,,,,,
137,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,promiseNumberOfCatchesThatRereturns,,,,,,,,,,
138,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesContinues,,,,,,,,,,
139,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatContinues,,,,,,,,,,
140,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesBreaks,,,,,,,,,,
141,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,promiseNumberOfCatchesThatBreaks,,,,,,,,,,
142,,ttest_ind,,,,,,,promiseNumberOfCatchesRejectsLiteral,,,,,0.8527297898561875,,,0.18602267194169078,,
143,,ttest_ind,77.20076400632479,32.835108112680956,0.022512128409180446,0.006928096567456324,0.000784004471961508,0.0005165686037138487,promiseNumberOfCatchesNonAnErrorObject,0.00016800095827746602,0.00018231833072253483,519.0,480.0,0.0017015658682571749,7.507996865163473,5.103893725907772,3.146466598897863,2.929081631084164e-06,5.821274729111946e-07
144,,ttest_ind,,,,,,,promiseNumberOfChainingCatches,,,,,0.31725811119505076,,,-1.0046340998007774,,
145,,ttest_ind,,,,,,,promiseNumberOfNonCaughtPromises,,,,,0.5346516703751376,,,0.6210786143503141,,
146,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,promiseNumberOfPromiseRaces,,,,,,,,,,
147,,ttest_ind,,,,,,,promiseNumberOfPromiseAll,,,,,0.18479402084639573,,,-1.3280702827010475,,
148,,ttest_ind,10.41256344369173,68.3671790544801,0.0013440076662197282,0.006381141575288719,0.0002558196410134142,0.00038956908274045894,asyncAwaitNumberOfAsyncs,0.00016800095827746602,0.00018231833072253483,88.0,117.0,0.05864428888890821,3.1870012030633768,7.703662027319484,-1.9015644224090653,4.799904286932502e-08,3.988258031312446e-07
149,,ttest_ind,,,,,,,asyncAwaitNumberOfAwaits,,,,,0.14446439804415537,,,-1.4617739542877408,,
150,skewtest is not valid with less than 8 samples; 7 samples were given.,,,,,,,,asyncAwaitNumberOfTries,,,,,,,,,,
151,skewtest is not valid with less than 8 samples; 7 samples were given.,,,,,,,,asyncAwaitNumberOfTriesLines,,,,,,,,,,
152,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,asyncAwaitNumberOfCatches,,,,,,,,,,
153,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfEmptyCatches,,,,,,,,,,
154,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfCatchesNoUsageOfErrorArgument,,,,,,,,,,
155,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,asyncAwaitNumberOfCatchesLines,,,,,,,,,,
156,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfCatchesWithUniqueConsole,,,,,,,,,,
157,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfCatchesWithUniqueStatement,,,,,,,,,,
158,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfAwaitErrorArgsOnCatches,,,,,,,,,,
159,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThrows,,,,,,,,,,
160,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThrowsLiteral,,,,,,,,,,
161,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThrowsErrorObject,,,,,,,,,,
162,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrows,,,,,,,,,,
163,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsLiteral,,,,,,,,,,
164,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsLiteralOnly,,,,,,,,,,
165,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
166,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
167,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsNull,,,,,,,,,,
168,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
169,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatThrowsErrorObject,,,,,,,,,,
170,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersRethrows,,,,,,,,,,
